,tags,channelId,channelTitle,categoryId,title,videoId,viewCount,likeCount,dislikeCount,commentCount,favoriteCount
49,"['coronavirus', 'death toll', 'deaths', 'killed', 'patients', 'outbreak', 'cases', 'hospital', 'Washington', 'state', 'Health', 'U.S.', 'Travel', 'COVID-19', 'disease', 'infectious disease', 'King County', 'Snohomish County']",UC8p1vwvWtl6T73JiExfWs1g,CBS News,25,Coronavirus death toll rises in Washington state,JJOLuT56FVg,226781,1507,261,2314,0
0,"['coronavirus', 'cases', 'sick', 'NY', 'man', 'Westchester', 'public', 'school', 'district', 'closed', '1000', 'people', 'quarantined', 'ABC', 'NEWS', 'WNT', 'p_cmsid=2494279', 'p_vid=news-69397096']",UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,25,Coronavirus cases linked to sick NY man jumps to 11 | WNT,bDX5SxQP7LI,12249,1256,104,826,0
1,"['Telegraph', 'News']",UCPgLNge0xqQHWM5B5EFH9Cg,The Telegraph,25,What happens to your body when you get coronavirus,2bI5pQGXl2o,298663,2990,178,[],0
2,"['Nightly News', 'Health', 'Coronavirus', 'NBC Nightly News with Lester Holt']",UCeY0bbntWzzVIaj2z3QigXg,NBC News,25,"Coronavirus: WHO Says Death Toll Rising, Expert Says 80% Of Cases ‘Spontaneously Recover’ | NBC News",fbqD5zD-yXg,584933,4161,543,3081,0
3,"['video', 'cbs', 'news', 'coronavirus', 'death toll', 'rising', 'washington', 'seattle', 'los angeles new york city']",UCAeWdyKJXGWmVAXFpgLNNTg,CBS Evening News,25,California reports first coronavirus death,zzUm8IhVTKo,3430,305,39,252,0
4,"['coronavirus', 'covid19', 'corona', 'outbreak', 'pandemic', 'epidemic', 'plan', 'uk', 'nhs', 'panic', 'fear', 'worry', 'cases', 'england', 'scotland', 'wales', 'northern ireland', 'wash hands', 'how does it affect me', 'what do i do', 'how bad', 'economics', 'money', 'jobs', 'work', 'bbc', 'interview', 'snp', 'spiegelhalter', 'professor', 'expert', 'experts', 'analysis', 'explain', 'how', 'why', 'explainer']",UC6o-wWU-v2ClFMwougmK7dA,BBC Newsnight,25,Coronavirus cases pass 50 as UK publishes its plan - BBC Newsnight,icXrtkBuYsg,439019,2166,369,2574,0
5,"['NYC', 'disinfecting', 'trains', 'buses', 'stations', '110', 'cases', 'US', 'ABC', 'NEWS', 'WNT', 'p_cmsid=2494279', 'p_vid=news-69368826', 'coronavirus', 'updates', 'symptoms', 'preparation', 'city', 'testing', 'hospital', 'doctor', '2020', 'world news tonight', 'outbreak', 'NYC subway', 'MTA', 'coronavirus cases NYC']",UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,25,"NYC disinfecting trains, stations as coronavirus cases grow nationwide | WNT",EpJhCvT7zMs,233155,2505,136,1514,0
6,"['coronavirus', 'corona virus', 'coronavirus update', 'coronavirus outbreak', 'covid-19', 'novel coronavirus', 'corona virus update', 'coronavirus pandemic', 'coronavirus death toll', 'covid-19 outbreak', 'italy coronavirus', 'coronavirus us', 'coronavirus spread', 'coronavirus cases', 'coronavirus transmission', 'coronavirus news', 'coronavirus epidemic', 'coronavirus latest news', 'coronavirus prevention', 'coronavirus washington', 'SARScov2', 'coronavirus testing', 'coronavirus test', 'coronavirus south korea', 'covid19']",UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,27,"Coronavirus Epidemic Update 29: Testing problems, mutations, COVID-19 in Washington &amp; Iran",XjEacUyp4vY,338667,7667,188,2179,0
7,"['Health', 'Health tips', ""Editor's picks"", 'Big News', 'Coronavirus', 'Today', 'The TODAY Show', 'TODAY Show', 'NBC', 'NBC News', 'TODAY Show Interview', 'Donna Farizan', 'Al Roker', 'TODAY show news', 'news', 'coronavirus update', 'coronavirus us', 'coronavirus news', 'coronavirus latest news', 'coronavirus symptoms', 'illness', 'center for disease control', 'safety', 'symptoms', 'sickness', 'coronavirus outbreak', 'COVID-19', 'pandemic', 'coronavirus pandemic', 'coronavirus prevention', 'covid-19 news', 'covid-19 updates', 'The latest on today']",UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,25,Over 100 Coronavirus Cases Confirmed In US; More Deaths In Washington State | TODAY,YE6alcjmUfs,601613,6053,664,4088,0
8,"['Nightly News', 'Health', 'Coronavirus', 'NBC Nightly News with Lester Holt', 'nbc news', 'news', 'breaking news', 'us news', 'world news', 'politics', 'current events', 'top stories', 'pop culture', 'business', 'nbc nightly news', 'lester holt', 'nbc news lester holt', 'nbc nightly news episode', 'nbc news full', 'nightly news full', 'COVID-19', 'pandemic', 'outbreak', 'coronavirus pandemic', 'coronavirus outbreak', 'coronavirus prevention', 'coronavirus explained', 'covid-19 news', 'covid-19 updates', 'covid-19 outbreak']",UCeY0bbntWzzVIaj2z3QigXg,NBC News,25,Coronavirus: U.S. Death Toll Rises As More Cases Reported | NBC Nightly News,HBvYBm2wJR0,103437,678,42,468,0
9,"['video', 'cbs', 'news', 'coronavirus', 'death', 'center of disease control', 'united states', 'quarantine']",UCAeWdyKJXGWmVAXFpgLNNTg,CBS Evening News,25,Coronavirus death toll rises in U.S.,PUMxPbOO8rc,172817,3050,171,1615,0
10,"['Nine News Australia', 'Channel 9', 'Nine news', 'channel 9 news', 'Australia News', 'Australian News', 'Sydney News', 'Melbourne News', 'Latest news Australia', 'coronavirus', 'corona virus', 'virus', 'virus in china', 'virus in china 2020', 'christmas island', 'evacuation', 'hubei china', 'wuhan', 'australians evacuated', 'disease', 'outbreak', 'virus outbreak', 'government', 'scott morrison', 'federal government australia']",UCIYLOcEUX6TbBo7HQVF2PKA,Nine News Australia,25,"News Update Newest coronavirus cases, Police smash drug syndicate | Nine News Australia",4rTzoh7zax0,63328,455,44,[],0
11,"['Canada', 'U.S.', 'Hawaii', 'Washington', 'Australia', 'South Korea', 'Bulk Buying', 'Panic Buying', 'COVID-19', 'coronavirus', 'coronavirus outbreak', 'coronavirus quarantine', 'quarantine', 'travel', 'health', 'COVID-19 outbreak', 'COVID-19 spread', 'WHO', 'World Health Organization']",UChLtXXpo4Ge1ReTEboVvTDg,Global News,25,Coronavirus outbreak: Virus concerns lead to empty shelves at grocery stores around the world,yozZDt6o-A0,172193,1457,156,1311,0
12,"['Coronavirus', 'covid-19', 'virus', 'infection', 'crise', 'coronavirus mortel', 'Chine', 'quarantaine', 'isolement', 'communisme', 'pays confiné', 'Chine confinée', 'Pékin', 'contrôle de températures', 'masques', 'villes fantômes', 'confinés par le régime', 'confinement', 'avenir de la chine', 'maladie', 'propagation coronavirus', 'ARTE', 'ARTE Reportage', 'ARTE Replay', 'pénurie de masques']",UCwI-JbGNsojunnHbFAc0M4Q,ARTE,25,Coronavirus : la Chine en quarantaine | ARTE Reportage,OQD_-2KI244,354874,5397,251,1055,0
13,"['bbc', 'bbc news', 'news', 'coronavirus', 'UK', 'laura kuenssberg', 'hugh pym', 'fergus walsh', 'huw edwards', 'boris johnson', 'UK government', 'infections', 'disease', 'virus', 'health', 'army']",UC16niRr50-MSBwiO3YDb3RA,BBC News,25,Coronavirus: UK government says 1 in 5 workers could be off –BBC News,OAijpT8naZk,510356,3952,334,1900,0
14,"['News', 'Republicans', 'National Security', 'Health', 'White House', 'Donald Trump', 'Best of last night', 'Global Health', 'Coronavirus', 'Morning Joe', 'Joe Scarborough', 'Mika Brzezinski', 'Willie Geist', 'MSNBC', 'MSNBC news', 'MSNBC live', 'MSNBC TV', 'breaking news', 'current events', 'US news', 'politics', 'politics news', 'political news', 'elections', 'morning joe full', 'morning joe live', 'morning joe today', 'coronavirus update', 'coronavirus us', 'illness', 'cdc', 'safety', 'symptoms', 'sickness', 'outbreak', 'COVID-19', 'covid-19 news']",UCaXkIU1QidjPwiAYu6GcHjg,MSNBC,25,"Coronavirus Vaccine Is Still 12 Months Away At Least, Doctor Says | Morning Joe | MSNBC",XREBr0Q1-34,255356,1707,202,1487,0
15,"['jimmy', 'kimmel', 'live', 'late', 'night', 'talk', 'show', 'funny', 'comedic', 'comedy', 'clip', 'comedian', 'Monologue', 'Donald Trump', 'Trump', 'Politics', 'Coronavirus', 'Guillermo', 'Super Tuesday', 'I voted', 'Mike Bloomberg', 'Joe Biden', 'Vaccine', 'Virus', 'Jimmy Kimmel Drawings', 'Cartoons', 'Mike Pence', 'Brit Hume']",UCa6vGFO9ty8v5KZJXQxdhaw,Jimmy Kimmel Live,24,Dems Battle it Out &amp; Trump Cures Coronavirus!,DxB9ItqydK0,955824,16160,878,2019,0
16,"['Coronavirus', 'Politics', 'health', 'donald trump']",UC8p1vwvWtl6T73JiExfWs1g,CBS News,25,Trump and Dr. Anthony Fauci speak at NIH on coronavirus,N_TVcutvLbo,89310,578,149,683,0
17,"['Health', 'Health tips', 'Big News', 'Coronavirus', 'Today', 'The TODAY Show', 'TODAY Show', 'NBC', 'NBC News', 'TODAY Show Interview', 'Donna Farizan', 'Al Roker', 'TODAY show news', 'news', 'The latest on today', 'coronavirus update', 'coronavirus us', 'coronavirus news', 'coronavirus latest news', 'coronavirus symptoms', 'illness', 'cdc', 'safety', 'sickness', 'virus protection', 'coronavirus outbreak', 'COVID-19', 'pandemic', 'coronavirus pandemic', 'coronavirus prevention', 'coronavirus explained', 'covid-19 updates', 'covid-19 outbreak']",UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,25,Doctor Explains How To Avoid Coronavirus | TODAY,fduo__o4AVY,167523,1681,75,632,0
18,"['Coronavirus', 'coronavirus in china', 'coronavirus in peking', 'peking', 'coronavirus wuhan', 'quarantäne', 'quarantäne china', 'coronavirus auf der straße', 'coronavirus aus china', 'coronavirus auf deutsch', 'coronavirus epidemie', 'coronavirus beim menschen', 'coronavirus doku', 'coronavirus quarantäne', 'china coronavirus quarantäne', 'epidemie', 'corona', 'china virus', 'wuhan virus']",UCLLibJTCy3sXjHLVaDimnpQ,ARTEde,25,Coronavirus: Tagebuch in Quarantäne | Doku | ARTE,ODLQcQ_r1r0,135347,2512,148,952,0
19,"['coronavirus deaths', 'aljazeera', 'italy coronavirus latest news', 'italy coronavirus deaths', 'aljazeera english', 'al jazeera english', 'europenews', 'coronavirus emergency', 'severe acute respiratory syndrome', 'pneumonia', 'china virus', 'novel coronavirus', 'italy red zone', 'aljazeera live', 'italian police', 'europe', 'china virus outbreak 2020', 'italy', 'italy health minister', 'coronavirus epidemic', 'coronavirus outbreak 2020', 'al jazeera', 'coronavirus', 'health', 'latest news', 'aljazeera news']",UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,25,"Coronavirus deaths in Italy at 79, China cases slow",XJU-4kQr_6o,122341,716,54,442,0
20,"['coronavirus', 'death', 'toll', 'Washington', 'CDC', 'faces', 'lawsuit', 'nursing', 'facility', 'Seattle', 'COVID-19', 'San', 'Antonio', 'public', 'health', 'emergency', 'quarantine', 'GMA', 'p_cmsid=2494279', 'p_vid=news-69354292']",UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,25,Coronavirus death toll triples in Washington as CDC faces lawsuit,C1fCvgKkfqU,180710,2177,121,1351,0
21,"['coronavirus', 'coronavirus south korea', 'conrona south korea', 'orona korea', 'south korea coronavirus', 'iran coronavirus', 'coronavirus iran', 'coronavirus news', 'coronavirus outbreak', 'coronavirus pandemic', 'covid 19', 'coronavirus update', 'china coronavirus', 'corona virus', 'corona virus news', 'coronavirus china', 'world news', 'virus outbreak', 'china virus']",UCknLrEdhRCp1aegoMqRaCZg,DW News,25,Coronavirus: Iran and South Korea deploy military | DW News,qCteAaPABMM,463852,4582,208,1808,0
22,"['COVID-19', 'coronavirus', 'coronavirus outbreak', 'coronavirus quarantine', 'quarantine', 'travel', 'health', 'COVID-19 outbreak', 'COVID-19 spread', 'WHO', 'World Health Organization', 'CDC', 'United States', 'Senate', 'Senate hearing', 'United States Coronavirus outbreak', 'UNited States COVID-19 outbreak', 'United States Senate', 'Wuhan', 'China', 'Wuhan Coronavirus']",UChLtXXpo4Ge1ReTEboVvTDg,Global News,25,Coronavirus outbreak: Health and medical experts testify before Senate Health Committee | FULL,H1pbYEVQG7g,217066,1425,351,[],0
23,"['Coronavirus', 'New york', 'Coronavirus U.S.', 'New york Governor', 'Andrew Cuomo', 'how many coronavirus cases are in new york', 'covid-19', 'china', 'wuhan', 'cronavirus outbreak', 'did anyone die frm coronavirus in new york', 's.a.r. school', 'manhatten', 'miami', 'school closure', 'are schools closed in new york']",UChLtXXpo4Ge1ReTEboVvTDg,Global News,25,Coronavirus outbreak: Second case confirmed in New York,lp2ghsCIqJQ,69637,531,85,649,0
24,"['China', 'Japan', 'Coronavirus', 'CoViD', '19', 'novel', 'coronavirus', 'new', '2019', 'The', 'spreading', 'across', 'the', 'world', 'quarantine', 'World', 'Health', 'Organization', 'WHO', 'cruise', 'ship', 'travel', 'health', 'abc', 'abcnews', 'p_cmsid=2494279', 'p_vid=news-69352468']",UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,25,States bracing for coronavirus outbreaks as first deaths reported in US,KH9ROb67E90,125178,1308,121,1033,0
25,"['bbc', 'bbc news', 'news']",UC16niRr50-MSBwiO3YDb3RA,BBC News,25,Coronavirus v Influenza: How do the two viruses compare? - BBC News,3AgxeIVrH24,199399,2122,221,882,0
26,"['covid 19', 'coronavirus press conference', 'trump coronavirus', 'sars', 'diamond princess', 'coronavirus update', 'coronavirus news', 'virus', 'symptoms', 'yokohama', 'new york', 'king county', 'seattle', 'washington', 'japan', 'china', 'wuhan china', 'who coronavirus', 'cdc coronavirus', 'new coronavirus', 'what is the coronavirus', 'symptoms of coronavirus', 'corona virus', 'wuhan', 'corona', 'covid-19', 'what is coronavirus', 'president trump', 'a:national/health-science', 't:Original', 's:Health and Science', 'coronavirus']",UCHd62-u_v4DvJ8TCFtpi4GA,Washington Post,25,Coronavirus and warm weather: Explaining the potential impact of seasonality,bLr09SVhqsQ,48443,253,62,186,0
27,"['China', 'virus', 'coronavirus', 'news', 'wuhan', 'wuhan disease', 'disease', 'epidemic', 'spreading disease', 'outbreak', 'pneumonia', 'science', 'chinese government', 'china politics', 'america', 'coronavirus america', 'coronavirus usa', 'global outbreak', 'economic effects', 'stock market', 'pbs', 'PBS newshour', 'coronavirus economic impact', 'coronavirus prep', 'soronavirus spread', 'pbs newshour', 'coronavirus outbreak', 'coronavirus iran', 'iran', 'tehran']",UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,25,"In Iran, government distrust rises amid deadly outbreak of novel coronavirus",3-p6G3f3LvY,47845,575,83,[],0
28,"['The Late Show', 'Late Show', 'Stephen Colbert', 'Steven Colbert', 'Colbert', 'celebrity', 'celeb', 'celebrities', 'late night', 'talk show', 'comedian', 'comedy', 'CBS', 'joke', 'jokes', 'funny', 'funny video', 'funny videos', 'humor', 'hollywood', 'famous']",UCMtFAi84ehTSYSE9XoHefig,The Late Show with Stephen Colbert,24,President Trump Contradicts His Own Experts On Coronavirus Response,7zjLor4QAcY,1967590,27655,1083,3759,0
29,"['video', 'live streaming', 'live video', 'cbsn', 'public facilities', 'action', 'limit', 'spread', 'coronavirus']",UC8p1vwvWtl6T73JiExfWs1g,CBS News,25,Public facilities take action to limit coronavirus spread,i4m5BuBQD_w,29767,223,21,137,0
30,"['plm', 'ellen', 'ellen degeneres', 'the ellen degeneres show', 'ellentube', 'season 17', 'episode 96', 'coronavirus', 'ellen monologue', 'monologue', 'ellen coronavirus', 'elizabeth warren coronavirus', 'ellen washing hands', 'washing hands ellen', 'ellen sexy washing hands', 'coronavirus monologue']",UCp0hYYBW6IMayGgR-WeoCvQ,TheEllenShow,24,Ellen Wants to Help Protect You from Getting Coronavirus,8WpFva5PYnU,197600,4575,261,443,0
31,"['Coronavirus in Deutschland - Pure Hysterie oder ernstzunehmende Gefahr?', 'corona', 'corona deutschland', 'coronavirus deutschland', 'corona deutsch', 'coronavirus deutsch neu', 'corona news deutschland', 'coronavirus wuhan', 'corona entwicklung', 'galileo corona', 'galileo virus', 'galileo krankheit', 'galileo', 'corona nrw', 'corona berlin', 'corona transport deutschland', 'Galileo 2020', 'TV', 'TV Sendung', 'Sendung', 'Television Program (Media Genre)']",UC1XrG1M_hw8103zO2x-oivg,Galileo,24,Coronavirus in Deutschland - Pure Hysterie oder ernstzunehmende Gefahr? | ProSieben Spezial,XD6MO6pgmN8,995781,17909,1583,5137,0
32,"['nih coronavirus', 'cdc coronavirus', 'cdc', 'nih', 'coronavirus vaccine', 'wuhan china', 'coronavirus test', 'coronavirus symptoms', 'what is us doing for coronavirus', 'how the us is preparing for coronavirus', 'preparing for coronavirus', 'coronavirus united states', 'coronavirus u.s.', 'covid-19', 'coronavirus', 'Washington Post Video', 'News', 'WaPo Video', 'Washington Post YouTube', 'The Washington Post', 'a:national/health-science', 't:Original', 's:Health and Science']",UCHd62-u_v4DvJ8TCFtpi4GA,Washington Post,25,"Despite reassuring messaging, U.S. not fully prepared for coronavirus outbreak",lKiybYDzCoo,26387,223,94,288,0
33,"['latest News', 'Happening Now', 'CNN', 'nick watt', 'coronavirus']",UCupvZG-5ko_eiXAupbDfxWw,CNN,25,Coronavirus kills 6 in Washington state,CEFo5skGRSI,749827,5689,972,6567,0
34,[],UC4SUWizzKc1tptprBkWjX2Q,South China Morning Post,25,"LIVE: Coronavirus death toll, infections and recoveries",b0Erf8-3P0I,103369,825,73,127,0
35,"['bbc', 'bbc news', 'news', 'Coronavirus']",UC16niRr50-MSBwiO3YDb3RA,BBC News,25,Coronavirus: World in &#39;uncharted territory&#39; - BBC News,fnrpUGOxTaw,799991,7052,575,3664,0
36,"['coronavirus', 'COVID-19', 'Coronavirus in the U.S.', 'coronavirus outbreak', 'COVID-19 outbreak', 'health', 'virus outbreak', 'Washington state', 'Washington state coronavirus', 'Seattle', 'coronavirus deaths', 'Donald Trump', 'Centres for Disease Control', 'CDC']",UChLtXXpo4Ge1ReTEboVvTDg,Global News,25,"Coronavirus outbreak: Death toll rises, infection spreads in the U.S.",6hysMVAKSKE,129032,900,92,614,0
37,"['noticia ultimo momento', 'breaking news', 'TN', 'Todo Noticias Argentina', 'Salud', 'enfermedades', 'epidemias', 'coronavirus', 'Coronavirus en la Argentina']",UCj6PcyLvpnIRT_2W_mwa9Aw,Todo Noticias,25,CORONAVIRUS | Confirman el primer caso en la Argentina: es un hombre que viajó a Italia,uobsDtRLXsc,256679,4236,358,3458,0
38,"['Corona', 'Virus', 'Infekt', 'Erlangen', 'Nürnberg', 'Oberarzt', 'Hautklinik', 'Pressekonferenz', 'Mittelfranken', 'Uniklinikum', 'Frankenschau aktuell', 'Patienten', 'Fieber', 'Isolationszimmer', 'Schleuse', 'hochansteckend', 'Infektionsschutz', 'Tröpfcheninfektion', 'Schutzkleidung', 'Schutzmaske', 'Kontamination', 'Covid 19', 'Deutschland', 'Jens Spahn', 'Händedesinfektion', 'Notaufnahme', 'Kontaktpersonen', 'Gesundheitsamt', 'Uniklinik Erlangen', 'Gesundheitszustand']",UCcweJsCV2TUP_kzMX25U-oQ,BR24,25,Uniklinik Erlangen: Oberarzt mit Coronavirus infiziert | BR24,Rp4T_wQX6No,156488,1777,160,343,0
39,"['Super Tuesday', 'Katy Tur', 'Coronavirus', 'MSNBC', 'NBC News', 'news', 'breaking news', 'us news', 'world news', 'politics', 'current events', 'top stories', 'pop culture', 'business', 'health', 'liberal', 'progressive', 'Katy Tur MSNBC', 'msnbc live', 'katy tur live', 'coronavirus update', 'coronavirus us', 'coronavirus news', 'coronavirus symptoms', 'illness', 'cdc', 'center for disease control', 'safety', 'sickness', 'virus protection', 'coronavirus outbreak', 'COVID-19', 'pandemic', 'outbreak', 'covid-19 news', 'covid-19 updates', 'covid-19 outbreak']",UCaXkIU1QidjPwiAYu6GcHjg,MSNBC,25,More Coronavirus Cases Reported In California | Katy Tur | MSNBC,Nt5D5H06h2I,120226,668,211,920,0
40,"['2020', 'aktuell', 'welt', 'n24', 'nachrichten', 'news', 'video', 'tv', 'fernsehen', 'china', 'todesfall', 'gesundheit', 'corona', 'corona virus', 'virus', 'quarantäne', 'china virus', 'notstand', 'pandemie', 'lungenkrankheit', 'covid 19', 'seuche', 'wuhan', 'infektion', 'mers', 'sars', 'kirse', 'symptome', 'virus china', 'epidemie', 'coronavirus outbreak', 'hubei', 'who', 'coronavirus china', 'coronavirus', 'covid-19', 'infektionen', 'krise', 'ärzte', 'sars cov 2', 'wirtschaft', 'berlin', 'deutschland', 'vormarsch', 'hausärzte', 'wuhan coronavirus', 'virus in china', 'wuhan virus', 'ausbreitung']",UCZMsvbAhhRblVGXmEXW8TSA,WELT Nachrichtensender,25,WELT THEMA: Coronavirus-Epidemie - Covid-19 hat Deutschland fest im Würgegriff,FroEJJTqpwY,149023,860,942,[],0
41,"['washinton state outbreak', 'washington state coronavirus', 'washington coronavirus deaths', 'coronavirus', 'covid-19', 'how many coronavirus cases are in the us?', 'coronavirus u.s.', 'u.s. coronavirus task force', 'china', 'COVID-19', 'Wuhan coronavirus', 'China coronavirus', 'coronavirus outbreak', 'coronavirus quarantine', 'quarantine', 'travel', 'health', 'COVID-19 outbreak', 'COVID-19 spread', 'WHO', 'World Health Organization', 'Washington', 'Washington state', 'Jay Inslee', 'Washington governor']",UChLtXXpo4Ge1ReTEboVvTDg,Global News,25,Coronavirus outbreak: Washington governor addresses virus outbreak in state | FULL,PdLC3utPlfk,119990,831,185,575,0
42,"['coronavirus', 'health and wellness', 'news', 'Inside Edition', 'Inside_Edition', 'ie newsdesk', 'ie health', 'steve wozniak', 'apple', 'apple co-founder', 'apple founder', 'hong kong', 'china', 'wuhan', 'patient zero', 'travel', 'covid-19', 'symptom']",UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,25,Apple Co-Founder Thinks He May Be Coronavirus Patient Zero,Nsz-JQVJAbw,390681,5948,237,898,0
43,"['Coronavirus', 'Covid-19', 'France', 'Santé', 'Not Specified', 'france24', 'news']",UCCCPCZNChQdGa9EkATeye4g,FRANCE 24,25,Coronavirus en France : un nouveau mort dans l&#39;Oise selon le maire de Compiègne,UFUaS1sBK5s,291823,1884,148,643,0
44,"['COVID-19', 'coronavirus', 'coronavirus outbreak', 'coronavirus in the U.S.', 'Coronavirus in Canada', 'virus outbreak', 'health', ""Wet'suwet'en Nation"", ""Wet'suwet'en hereditary chiefs"", 'rail blockades', 'Canadian politics', 'Cdnpoli']",UChLtXXpo4Ge1ReTEboVvTDg,Global News,25,"Global National: March 2, 2020 | coronavirus death toll rises in the U.S.",J6X_nD-QU9U,410702,2405,245,1230,0
45,"['Nightly News', 'U.S. News', 'Coronavirus', 'NBC Nightly News with Lester Holt', 'nbc news', 'news', 'breaking news', 'us news', 'world news', 'politics', 'current events', 'top stories', 'pop culture', 'business', 'health', 'nbc nightly news', 'lester holt', 'nbc news lester holt', 'nightly news full', 'coronavirus us', 'coronavirus news', 'illness', 'cdc', 'safety', 'symptoms', 'sickness', 'virus protection', 'outbreak', 'coronavirus outbreak', 'COVID-19', 'pandemic', 'coronavirus explained', 'covid-19 news', 'covid-19 updates', 'covid-19 outbreak']",UCeY0bbntWzzVIaj2z3QigXg,NBC News,25,Americans Stock Up As Coronavirus Cases Grow | NBC Nightly News,GMswP7jgfVg,95918,549,47,387,0
46,"['Ontario', 'Ontario COVID-19', 'Ontario Coronavirus', 'COVID-19', 'coronavirus', 'Wuhan coronavirus', 'China coronavirus', 'coronavirus outbreak', 'coronavirus quarantine', 'quarantine', 'travel', 'health', 'COVID-19 outbreak', 'COVID-19 spread', 'WHO', 'World Health Organization']",UChLtXXpo4Ge1ReTEboVvTDg,Global News,25,"Coronavirus outbreak: 3 new cases of COVID-19 in Ontario, province total now at 18 | FULL",o2gE7MSyV2o,86080,631,224,579,0
47,"['ln+', 'ln', 'ln en vivo', 'ln+ en vivo', 'la nacion', 'diario la nacion', 'la nacion en vivo', 'la nacion mas en vivo', 'noticias argentina', 'coronavirus', 'virus chino', 'china', 'infectados', 'epidemia', 'pandemia', 'afectados', 'asia', 'japon', 'corea', 'muertos', 'italia', 'francia', 'europa', 'eeuu', 'argentina', 'hospital suizo', 'gripe a', 'dengue', 'fiebre', 'sintomas', 'estornudo', 'tos', 'barbijos', 'barbijo', 'prevencion']",UCba3hpU7EFBSk817y9qZkiA,LA NACION,25,¿Cómo llegó el Coronavirus hasta la Argentina?,LPQ_hyQAoNc,146405,1246,232,1086,0
48,"['Channel 4 News', 'china', 'virus', 'china virus', 'coronavirus', 'virus in china', 'china news', 'china disease', 'covid-19', 'corona', 'boris johnson', 'coronavirus uk', 'coronavirus what is it', 'coronavirus china 2020', 'coronavirus outbreak in china', 'new china virus', 'virus infection explained', 'british man dies coronavirus', 'british man coronavirus', 'coronavirus britain', 'coronavirus in ni', 'coronavirus wales', 'wuhan', 'china virus wuhan', 'wuhan virus', 'wuhan coronavirus', 'coronavirus timeline', 'quarantine']",UCTrQ7HXWRRxr7OsOtodr2_w,Channel 4 News,25,Boris Johnson reveals coronavirus plans - as disease spreads in UK,9EZJnBYMrtQ,243329,1535,199,1262,0
49,"['coronavirus', 'covid-19', 'death', 'toll', 'King', 'County', 'Washington', 'gma', 'abc', 'news', 'p_cmsid=2494279', 'p_vid=news-69332377', 'coronavirus symptoms', 'coronavirus nyc', 'florida coronavirus', 'rhode island coronavirus', 'us news', 'breaking news', 'coronavirus update today', 'coronavirus death us', 'coronavirus news', 'coronavirus outbreak']",UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,25,"2 Americans dead from coronavirus as global death toll reaches over 3,000 l ABC News",fF9qnNVRWHs,212750,1982,163,1900,0
